,Date,BC_Zone,Elev,Asp,Type,Trigger,Rsize,Dsize,Avg_Slope_Angle,Start_Zone_Elev,Start_Zone_Elev_units,Sliding_Sfc,Weak_Layer,Weak_Layer_Type,Avg_Width,Max_Width,Width_units,av_bol
3349,2020/03/31,Northern San Juan,<TL,NE,SS,AS,R3,D2,40.0,11500.0,ft,O,Layer,Faceted Crystals,,300.0,ft,1
3372,2020/03/31,Southern San Juan,TL,E,WL,N,R3,D2,,11000.0,ft,,,,,,,1
3393,2020/03/29,Vail & Summit County,>TL,NE,HS,N,R3,D3,,,,G,,,,700.0,ft,1
3414,2020/03/27,Southern San Juan,>TL,NE,SS,N,R3,D2.5,,12400.0,ft,O,,,,,,1
3432,2020/03/26,Northern San Juan,>TL,SE,HS,N,R3,D2.5,,,,,,,,,,1
3433,2020/03/26,Northern San Juan,>TL,W,HS,N,R3,D2,,,,,,,,,,1
3434,2020/03/26,Northern San Juan,>TL,NW,HS,N,R3,D3,,12400.0,ft,,,,400.0,,ft,1
3443,2020/03/26,Gunnison,>TL,E,HS,N,R3,D3,,,,,,,,,,1
3447,2020/03/26,Northern San Juan,>TL,W,HS,N,R3,D2.5,,,,,,,,,,1
3449,2020/03/26,Northern San Juan,>TL,NW,HS,N,R3,D2.5,,,,,,,,,,1
3453,2020/03/26,Southern San Juan,>TL,NW,HS,N,R3,D2.5,,,,,,,,,,1
3456,2020/03/25,Front Range,>TL,NW,HS,AR,R3,D3,,,,G,,,,,,1
3472,2020/03/24,Northern San Juan,>TL,NW,SS,AS,R3,D2,,12200.0,ft,,,,,,,1
3485,2020/03/23,Northern San Juan,TL,N,SS,N,R3,D2,,,,,,,,,,1
3564,2020/03/20,Northern San Juan,TL,N,SS,AS,R3,D2,,11200.0,ft,,,,300.0,,ft,1
3701,2020/03/10,Vail & Summit County,<TL,N,WS,N,R3,D1,,,,,,,,,,1
3711,2020/03/09,Southern San Juan,<TL,N,SS,AS,R3,D2,35.0,11000.0,ft,O,Interface,Surface Hoar,,100.0,ft,1
3713,2020/03/08,Vail & Summit County,<TL,W,WL,N,R3,D1.5,,9600.0,ft,,,,,,,1
3739,2020/03/05,Northern San Juan,<TL,SE,WL,N,R3,D1,45.0,11600.0,ft,G,Unknown,Unknown,8.0,12.0,ft,1
3813,2020/02/25,Vail & Summit County,>TL,E,HS,N,R3,D3,,,,O,,,,,,1
3814,2020/02/25,Vail & Summit County,>TL,SE,HS,N,R3,D3,,,,,,,,,,1
3817,2020/02/25,Front Range,>TL,SE,HS,N,R3,D2.5,40.0,11700.0,ft,G,Layer,Depth Hoar,900.0,1000.0,ft,1
3827,2020/02/25,Front Range,>TL,E,HS,N,R3,D2,,,,,,,,,,1
3828,2020/02/25,Front Range,>TL,SE,HS,N,R3,D2,,,,,,,,,,1
3829,2020/02/24,Vail & Summit County,>TL,W,SS,N,R3,D2.5,,,,,,,,,,1
3830,2020/02/24,Front Range,>TL,N,SS,AX,R3,D2,,,,,,,,,,1
3831,2020/02/24,Front Range,<TL,N,SS,AX,R3,D1.5,,,,,,,,,,1
3832,2020/02/24,Front Range,<TL,N,SS,AX,R3,D1.5,,,,,,,,,,1
3833,2020/02/24,Front Range,>TL,N,SS,AX,R3,D1.5,,,,,,,,,,1
3834,2020/02/24,Front Range,<TL,N,SS,AX,R3,D1.5,,,,,,,,,,1
3838,2020/02/24,Vail & Summit County,TL,SE,,N,R3,D2,,,,,,,,,,1
3868,2020/02/24,Vail & Summit County,>TL,NE,HS,U,R3,D2.5,,,,,,,,,,1
3875,2020/02/23,Front Range,<TL,E,SS,N,R3,D2,,,,,,,,,,1
3878,2020/02/23,Southern San Juan,<TL,N,SS,AS,R3,D2,32.0,,,O,Interface,Surface Hoar,,100.0,ft,1
3884,2020/02/22,Front Range,>TL,NE,HS,U,R3,D3,,,,G,,,,,,1
3893,2020/02/21,Front Range,>TL,E,U,N,R3,D2.5,,,,,,,,,,1
3910,2020/02/20,Front Range,>TL,SW,HS,AS,R3,D2,,,,O,,,,,,1
3913,2020/02/20,Aspen,<TL,SE,SS,N,R3,D2,,,,,,,110.0,,ft,1
3928,2020/02/19,Front Range,TL,SE,,N,R3,D3,,,,O,,,,,,1
3941,2020/02/17,Front Range,TL,N,SS,AX,R3,D2,,,,,,,,,,1
3945,2020/02/17,Front Range,TL,E,SS,AX,R3,D1.5,,,,,,,,,,1
3947,2020/02/17,Front Range,TL,N,SS,N,R3,D2,,,,,,,,,,1
3966,2020/02/17,Front Range,>TL,E,HS,N,R3,D2.5,,,,G,,,,,,1
3975,2020/02/16,Vail & Summit County,>TL,SE,HS,AM,R3,D2.5,,,,G,Layer,Depth Hoar,2000.0,,ft,1
3980,2020/02/16,Northern San Juan,>TL,N,SS,AS,R3,D1,,,,,,,,,,1
3983,2020/02/16,Front Range,<TL,E,SS,U,R3,D1.5,32.0,9000.0,ft,O,Layer,Depth Hoar,2000.0,2100.0,ft,1
3987,2020/02/15,Vail & Summit County,<TL,NE,HS,AV,R3,D2,,,,O,,,650.0,,ft,1
3988,2020/02/15,Front Range,>TL,E,SS,N,R3,D2.5,38.0,12400.0,ft,O,Layer,Faceted Crystals,1200.0,1300.0,ft,1
3994,2020/02/15,Gunnison,>TL,S,HS,N,R3,D3,,,,,,,,,,1
3997,2020/02/15,Front Range,>TL,SE,HS,N,R3,D2.5,,,,,,,,,,1
3998,2020/02/14,Front Range,>TL,SW,HS,N,R3,D3,,,,,,,,,,1
3999,2020/02/14,Front Range,TL,NE,U,N,R3,D3,,,,O,,,800.0,,ft,1
4001,2020/02/14,Vail & Summit County,>TL,E,HS,N,R3,D3,,,,,,,,,,1
4002,2020/02/14,Vail & Summit County,>TL,E,HS,N,R3,D2.5,,,,,,,,,,1
4015,2020/02/14,Vail & Summit County,>TL,E,,N,R3,D2.5,,,,,,,,,,1
4033,2020/02/13,Vail & Summit County,>TL,W,HS,N,R3,D2.5,,,,O,,,,,,1
4036,2020/02/12,Front Range,TL,E,HS,U,R3,D2,,,,,,,,,,1
4040,2020/02/11,Front Range,>TL,NE,HS,AH,R3,D2,,,,G,,,,,,1
4041,2020/02/11,Front Range,TL,SE,HS,AH,R3,D2.5,,,,O,,,,,,1
4044,2020/02/11,Front Range,>TL,S,HS,AH,R3,D2.5,,,,G,,,,,,1
4055,2020/02/11,Front Range,<TL,SE,SS,AR,R3,D2.5,38.0,11500.0,ft,G,Layer,Depth Hoar,900.0,1000.0,ft,1
4060,2020/02/10,Front Range,>TL,NE,HS,N,R4,D3,,,,G,,,,,,1
4062,2020/02/10,Vail & Summit County,TL,W,HS,N,R3,D3,,,,,,,,,,1
4095,2020/02/08,Front Range,TL,N,SS,AE,R4,D2.5,,,,,,,,,,1
4098,2020/02/08,Front Range,TL,N,HS,AX,R3,D2.5,,,,G,,,,,,1
4123,2020/02/08,Gunnison,<TL,E,SS,N,R3,D1.5,,,,,,,,,,1
4144,2020/02/08,Front Range,<TL,E,SS,AV,R4,D2,,,,,,,,,,1
4145,2020/02/08,Front Range,<TL,E,SS,AV,R3,D1.5,,,,O,,,,,,1
4156,2020/02/08,Vail & Summit County,TL,W,SS,N,R3,D2,,,,,,,,,,1
4157,2020/02/08,Vail & Summit County,TL,S,SS,N,R3,D2,,,,,,,,,,1
4158,2020/02/08,Aspen,>TL,NE,SS,N,R3,D2.5,,,,,,,,,,1
4161,2020/02/08,Northern San Juan,>TL,E,SS,U,R3,D2,,12300.0,ft,S,,,,150.0,ft,1
4162,2020/02/08,Northern San Juan,>TL,SE,SS,AA,R3,D2.5,,12200.0,ft,I,Layer,Faceted Crystals,,200.0,ft,1
4175,2020/02/07,Front Range,>TL,SE,U,AA,R3,D2,,,,,,,,,,1
4184,2020/02/07,Front Range,>TL,S,SS,AX,R3,D2,,,,,,,,,,1
4185,2020/02/07,Front Range,>TL,S,SS,AX,R4,D2.5,,,,,,,,,,1
4188,2020/02/07,Aspen,>TL,NE,SS,N,R3,D2.5,,,,,,,,,,1
4195,2020/02/07,Southern San Juan,<TL,NW,SS,U,R4,D2,,,,I,,,,,,1
4196,2020/02/07,Southern San Juan,>TL,E,SS,N,R3,D2,,,,I,,,,,,1
4210,2020/02/07,Northern San Juan,>TL,E,SS,N,R3,D2,,12050.0,ft,I,,,,50.0,m,1
4243,2020/02/07,Gunnison,<TL,E,SS,N,R3,D2,,,,,,,,,,1
4246,2020/02/07,Gunnison,<TL,E,SS,N,R3,D2,,,,,,,,,,1
4247,2020/02/07,Gunnison,<TL,NE,SS,N,R3,D2,,,,,,,,,,1
4256,2020/02/07,Vail & Summit County,TL,SW,HS,N,R3,D2,,,,,,,,,,1
4275,2020/02/05,Front Range,>TL,NE,HS,AS,R3,D1,,,,,,,,,,1
4280,2020/02/04,Aspen,>TL,SE,SS,N,R3,D2,,,,,,,,,,1
4288,2020/02/02,Front Range,>TL,SE,,N,R3,D3,,,,,,,,,,1
4335,2020/01/28,Vail & Summit County,>TL,SE,SS,U,R3,D2,,,,,,,,,,1
4338,2020/01/28,Northern San Juan,<TL,SE,SS,AE,R3,D2,34.0,11400.0,ft,,Interface,Near Surface Facets,300.0,,ft,1
4349,2020/01/27,Aspen,TL,SE,HS,N,R3,D2.5,,,,,,,,,,1
4367,2020/01/26,Vail & Summit County,>TL,E,HS,N,R3,D2,,,,,,,,,,1
4376,2020/01/25,Aspen,<TL,NE,SS,AS,R3,D2,,,,,,,,,,1
4379,2020/01/24,Front Range,>TL,NW,HS,AX,R3,D1.5,,,,,,,,,,1
4381,2020/01/24,Front Range,>TL,SE,HS,AX,R3,D2.5,,,,,,,,,,1
4382,2020/01/24,Front Range,<TL,SE,HS,AX,R3,D2.5,,,,,,,,,,1
4383,2020/01/24,Front Range,>TL,SE,HS,AH,R3,D2.5,,,,,,,,,,1
4385,2020/01/24,Front Range,>TL,SE,HS,AS,R3,D2.5,38.0,,,O,Layer,Faceted Crystals,,400.0,ft,1
4391,2020/01/24,Gunnison,>TL,S,SS,N,R3,D3,,,,,,,,,,1
4417,2020/01/23,Northern San Juan,<TL,E,L,N,R3,D1.5,,,,,,,,,,1
4419,2020/01/23,Front Range,TL,N,SS,AX,R3,D1.5,,,,,,,,,,1
4421,2020/01/23,Front Range,<TL,N,SS,AX,R3,D1.5,,,,,,,,,,1
4422,2020/01/23,Front Range,<TL,N,SS,AX,R3,D2,,,,,,,,,,1
4423,2020/01/23,Front Range,<TL,N,SS,AX,R3,D2,,,,,,,,,,1
4424,2020/01/23,Front Range,>TL,N,SS,AX,R3,D2,,,,,,,,,,1
4443,2020/01/23,Southern San Juan,>TL,S,SS,AM,R4,D2,,12100.0,ft,I,,,,500.0,ft,1
4447,2020/01/22,Southern San Juan,<TL,SE,SS,N,R3,D2,,,,,,,,,,1
4465,2020/01/20,Gunnison,>TL,E,SS,N,R3,D3,,,,,,,,,,1
4489,2020/01/18,Southern San Juan,TL,E,SS,AS,R3,D2,35.0,,,O,Interface,Near Surface Facets,,500.0,ft,1
4518,2020/01/17,Vail & Summit County,TL,NE,HS,N,R3,D2,,,,,,,,,,1
4519,2020/01/17,Vail & Summit County,TL,W,HS,N,R3,D2.5,,,,,,,,,,1
4542,2020/01/14,Gunnison,>TL,NE,HS,N,R3,D3,,,,,,,,,,1
4563,2020/01/14,Southern San Juan,<TL,W,L,N,R4,D1,,,,S,,,,,,1
4564,2020/01/14,Southern San Juan,>TL,E,SS,N,R3,D2,,,,S,,,,,,1
4574,2020/01/14,Vail & Summit County,>TL,E,HS,U,R3,D2,,,,,,,,,,1
4575,2020/01/14,Vail & Summit County,>TL,E,HS,U,R3,D2,,,,,,,,,,1
4576,2020/01/14,Vail & Summit County,>TL,SE,HS,U,R3,D2,,,,,,,,,,1
4579,2020/01/14,Front Range,>TL,SE,HS,N,R3,D2,,,,,,,,,,1
4582,2020/01/14,Front Range,>TL,S,SS,N,R3,D2.5,,,,,,,,,,1
4602,2020/01/13,Southern San Juan,TL,E,SS,N,R3,D2,,,,,,,,,,1
4629,2020/01/11,Northern San Juan,>TL,S,SS,N,R3,,,,,O,,,,,,1
4636,2020/01/09,Aspen,>TL,E,HS,N,R3,D2,,,,,,,,,,1
4642,2020/01/08,Vail & Summit County,TL,S,HS,AS,R3,D2,,,,O,Layer,Faceted Crystals,100.0,,ft,1
4647,2020/01/07,Southern San Juan,>TL,E,SS,N,R3,D2,,,,S,,,,,,1
4698,2020/01/02,Front Range,>TL,N,SS,AX,R3,D2.5,,,,,,,,,,1
4699,2020/01/02,Front Range,<TL,N,SS,AX,R3,D1.5,,,,,,,,,,1
4756,2019/12/28,Southern San Juan,TL,NE,SS,N,R3,D1.5,,,,S,,,,,,1
4764,2019/12/27,Northern San Juan,<TL,E,SS,N,R4,D2,,,,,,,,120.0,ft,1
4765,2019/12/27,Northern San Juan,<TL,E,SS,N,R3,D1.5,,,,,,,,100.0,ft,1
4766,2019/12/27,Northern San Juan,<TL,E,SS,N,R3,D1.5,,,,,,,,100.0,ft,1
4767,2019/12/27,Northern San Juan,<TL,E,SS,N,R4,D2,,,,,,,,,,1
4768,2019/12/27,Northern San Juan,<TL,E,SS,N,R3,D2,,,,,,,,,,1
4769,2019/12/27,Northern San Juan,<TL,NW,SS,N,R4,D2,,,,,,,,150.0,ft,1
4770,2019/12/27,Northern San Juan,<TL,NE,SS,N,R3,D1.5,,,,,,,,150.0,ft,1
4771,2019/12/27,Northern San Juan,<TL,E,SS,N,R3,D2,,,,G,,Faceted Crystals,,,,1
4778,2019/12/27,Southern San Juan,TL,E,SS,AA,R4,D2.5,,,,,,,,,,1
4786,2019/12/25,Southern San Juan,TL,E,SS,N,R3,D2,,,,O,,,,,,1
4809,2019/12/18,Vail & Summit County,>TL,NE,HS,N,R3,D2,,,,,,,,,,1
4822,2019/12/17,Gunnison,>TL,S,SS,N,R3,D3,,12900.0,ft,,,,,,,1
4823,2019/12/17,Gunnison,>TL,SE,SS,N,R3,D2.5,,12500.0,ft,,,,,,,1
4828,2019/12/17,Vail & Summit County,>TL,SE,HS,N,R3,D2.5,,,,,,,,,,1
4829,2019/12/17,Front Range,<TL,SE,SS,AS,R3,D2,,,,,,,,,,1
4843,2019/12/16,Front Range,>TL,NE,HS,U,R3,D3,,,,,,,,,,1
4844,2019/12/16,Aspen,TL,NE,SS,N,R3,D2,,,,,,,,,,1
4846,2019/12/16,Aspen,>TL,SE,SS,N,R3,D2.5,,,,,,,,,,1
4851,2019/12/16,Southern San Juan,TL,E,SS,N,R3,D2,,,,,,,,,,1
4852,2019/12/16,Southern San Juan,TL,E,SS,N,R4,D2.5,,,,,,,,,,1
4853,2019/12/16,Southern San Juan,TL,S,SS,N,R4,D2.5,,,,,,,,,,1
4854,2019/12/16,Southern San Juan,TL,E,SS,N,R3,D2.5,,,,,,,,,,1
4855,2019/12/16,Southern San Juan,TL,E,SS,N,R3,D2,,,,,,,,,,1
4863,2019/12/15,Southern San Juan,TL,E,SS,AC,R3,D2,,,,O,,,,600.0,ft,1
4864,2019/12/15,Front Range,TL,NW,HS,AX,R3,D2,,,,,,,,,,1
4865,2019/12/15,Front Range,TL,NW,SS,AX,R3,D2.5,,,,,,,,,,1
4866,2019/12/15,Front Range,TL,NW,SS,AX,R3,D2,,,,,,,,,,1
4867,2019/12/15,Front Range,TL,NW,HS,AX,R3,D2,,,,,,,,,,1
4868,2019/12/15,Front Range,>TL,S,HS,AX,R4,D2.5,,,,,,,,,,1
4880,2019/12/15,Front Range,<TL,N,SS,AX,R3,D1.5,,,,,,,,,,1
4883,2019/12/15,Front Range,>TL,N,HS,AX,R4,D2.5,,,,,,,,,,1
4885,2019/12/15,Aspen,>TL,NE,SS,N,R3,D3,,12900.0,ft,,,,,,,1
4891,2019/12/15,Gunnison,>TL,E,HS,N,R3,D3,,12000.0,ft,,,,,,,1
4898,2019/12/15,Aspen,>TL,NE,SS,N,R4,D2.5,,,,,,,,,,1
4899,2019/12/15,Aspen,>TL,E,SS,N,R3,D2,,,,,,,,,,1
4901,2019/12/15,Aspen,>TL,NE,SS,N,R3,D2,,,,,,,,,,1
4910,2019/12/15,Southern San Juan,>TL,NE,HS,N,R4,D2.5,,,,,,,,,,1
4911,2019/12/15,Southern San Juan,>TL,SE,SS,N,R3,D2,,,,,,,,,,1
4913,2019/12/15,Southern San Juan,TL,W,SS,N,R3,D2,,,,I,Layer,Near Surface Facets,,,,1
4922,2019/12/15,Vail & Summit County,TL,NE,SS,AS,R3,D1.5,,11800.0,ft,G,Layer,Depth Hoar,100.0,,ft,1
4923,2019/12/15,Vail & Summit County,TL,N,U,N,R3,D2,,,,,,,,,,1
4924,2019/12/15,Vail & Summit County,>TL,S,SS,N,R3,D2,,,,,,,,,,1
4925,2019/12/15,Front Range,TL,NW,SS,AX,R3,D2,,,,,,,,,,1
4926,2019/12/15,Front Range,TL,NE,U,U,R3,D2.5,,,,,,,,,,1
4927,2019/12/15,Vail & Summit County,>TL,SW,SS,AE,R3,D1.5,,,,,,,,,,1
4928,2019/12/14,Aspen,TL,N,,AS,R3,D2,,,,G,Layer,Depth Hoar,,,,1
4929,2019/12/14,Vail & Summit County,<TL,W,HS,AE,R3,D2,,,,,,,,,,1
4930,2019/12/14,Front Range,>TL,N,HS,AX,R3,D2.5,,,,G,,,,,,1
4931,2019/12/14,Front Range,TL,N,HS,AX,R3,D2.5,,,,G,,,,,,1
4940,2019/12/14,Aspen,>TL,NE,HS,N,R3,D2.5,,,,,,,,,,1
4950,2019/12/14,Gunnison,TL,NE,SS,N,R3,D2.5,,,,,,,,,,1
4951,2019/12/14,Gunnison,>TL,,HS,N,R3,D3,,,,,,,,,,1
4966,2019/12/14,Aspen,>TL,NE,,N,R3,D2.5,,,,O,,,,,,1
4984,2019/12/14,Aspen,TL,NE,U,N,R3,D2,,,,O,,,,,,1
4987,2019/12/14,Aspen,>TL,E,U,N,R3,D2.5,,,,O,,,,,,1
4988,2019/12/14,Vail & Summit County,>TL,E,U,N,R3,D2,,,,,,,,,,1
5001,2019/12/13,Gunnison,>TL,S,SS,N,R3,D2.5,,12600.0,ft,,,,,,,1
5011,2019/12/12,Vail & Summit County,TL,E,HS,AS,R3,D1.5,,,,,,,,,,1
5030,2019/12/10,Vail & Summit County,>TL,SE,,,R3,D3,,,,,,,,,,1
5039,2019/12/10,Aspen,>TL,W,SS,N,R3,D3,,,,,,,,,,1
5040,2019/12/10,Aspen,>TL,N,,N,R3,D2,,,,,,,,,,1
5052,2019/12/10,Aspen,>TL,NE,SS,N,R3,D2.5,,12600.0,ft,,,,,,,1
5057,2019/12/10,Northern San Juan,>TL,NE,SS,N,R3,D2,,,,,,,,,,1
5058,2019/12/10,Vail & Summit County,>TL,SE,SS,N,R3,D2,,,,,,,,,,1
5060,2019/12/10,Vail & Summit County,>TL,SE,SS,N,R3,D2,,,,,,,,,,1
5062,2019/12/09,Front Range,<TL,N,SS,AX,R3,D1.5,,,,,,,,,,1
5063,2019/12/09,Front Range,<TL,N,SS,AX,R3,D1.5,,,,,,,,,,1
5076,2019/12/09,Southern San Juan,>TL,N,HS,N,R3,D2.5,,,,U,,,,,,1
5087,2019/12/07,Front Range,>TL,E,,,R3,D2,,,,,,,,,,1
5088,2019/12/07,Aspen,TL,NE,SS,AS,R3,D2,,11250.0,ft,,,,,,,1
5090,2019/12/07,Aspen,TL,N,SS,U,R4,D1.5,,11500.0,ft,,,,,,,1
5136,2019/12/01,Southern San Juan,<TL,N,SS,N,R3,D2,,,,,,,,,,1
5138,2019/12/01,Southern San Juan,TL,N,SS,N,R3,D2,,,,,,,,,,1
5139,2019/12/01,Southern San Juan,<TL,N,SS,N,R3,D2,,,,G,,,,,,1
5164,2019/12/01,Vail & Summit County,TL,NE,HS,U,R3,D2,,,,,,,,,,1
5172,2019/11/30,Northern San Juan,>TL,N,SS,AI,R3,D2,38.0,12200.0,ft,G,Layer,Depth Hoar,300.0,400.0,ft,1
5184,2019/11/30,Southern San Juan,TL,E,SS,AA,R3,D2,,,,,,,,,,1
5186,2019/11/30,Southern San Juan,TL,NE,SS,AA,R3,D2,,,,,,,,,,1
5187,2019/11/30,Southern San Juan,TL,SE,SS,AA,R3,D2,,,,,,,,,,1
5194,2019/11/30,Vail & Summit County,TL,NE,HS,U,R3,D1.5,,,,,,,,,,1
5200,2019/11/29,Northern San Juan,>TL,E,SS,N,R3,D2,,,,G,,,800.0,,ft,1
5201,2019/11/29,Northern San Juan,>TL,N,SS,N,R3,D2,,,,G,,,800.0,,ft,1
5208,2019/11/29,Northern San Juan,<TL,N,SS,N,R4,D1,,,,G,,,100.0,,ft,1
5244,2019/11/22,Northern San Juan,TL,NW,SS,N,R3,D1,,,,G,Layer,Faceted Crystals,,150.0,ft,1
5245,2019/11/22,Aspen,TL,NE,SS,U,R3,D2,,,,,,,,,,1
5256,2019/11/18,Aspen,All,SW,SS,N,R4,D3,,12400.0,ft,,,,,1200.0,ft,1
5257,2019/11/18,Aspen,All,SW,SS,N,R4,D4,,12600.0,ft,,,,,2500.0,ft,1
5289,2019/05/24,Northern San Juan,,W,SS,N,R3,D2.5,,,,,,,,,,1
5332,2019/05/12,Gunnison,>TL,,SS,N,R3,D2,,,,,,,,,,1
5352,2019/05/11,Southern San Juan,TL,E,WL,N,R3,D2,,,,,,,,,,1
5359,2019/05/09,Southern San Juan,<TL,N,WL,N,R3,D2,,,,I,,,,,,1
5411,2019/04/30,Front Range,>TL,SE,WL,N,R3,D2,35.0,10800.0,ft,I,Interface,Melt Form,200.0,200.0,ft,1
5421,2019/04/25,Northern San Juan,>TL,N,HS,N,R4,D4,,13000.0,ft,G,Unknown,Unknown,1700.0,1700.0,ft,1
5424,2019/04/24,Vail & Summit County,All,SW,WS,AS,R3,D3,,,,,,,,,,1
5474,2019/04/12,Northern San Juan,TL,S,,N,R4,D3,,,,,,,,,,1
5491,2019/04/09,Northern San Juan,>TL,S,WS,N,R3,D2,,,,O,Unknown,Unknown,,,,1
5494,2019/04/09,Front Range,>TL,NE,SS,AS,R3,D1,,,,,,,,,,1
5496,2019/04/08,Vail & Summit County,TL,NW,WL,N,R3,D1.5,,9700.0,ft,G,Layer,Depth Hoar,,100.0,ft,1
5516,2019/04/05,Aspen,TL,E,,N,R3,D2,,,,,,,,,,1
5543,2019/04/02,Vail & Summit County,>TL,S,HS,N,R4,D3,,12000.0,ft,O,,,,,,1
5554,2019/03/28,Northern San Juan,<TL,E,WL,N,R3,D1,,,,G,,,,,,1
5562,2019/03/28,Southern San Juan,<TL,SE,WL,N,R3,D2,,,,O,,,,,,1
5570,2019/03/27,Front Range,<TL,E,WS,N,R3,D1.5,,,,G,,,,,,1
5575,2019/03/27,Gunnison,<TL,E,WS,N,R3,D2,,9400.0,ft,,,,,,,1
5605,2019/03/17,Northern San Juan,>TL,SW,WL,N,R3,D2,,,,S,,,,,,1
5612,2019/03/17,Northern San Juan,>TL,SW,WS,N,R3,D2.5,,,,,,,,,,1
5617,2019/03/16,Front Range,>TL,E,HS,N,R3,D3,,,,,,,,,,1
5618,2019/03/16,Northern San Juan,>TL,E,HS,N,R4,D3,,,,,,,,,,1
5619,2019/03/16,Northern San Juan,>TL,E,HS,N,R5,D3,,,,G,,,,,,1
5633,2019/03/15,Northern San Juan,TL,S,HS,AH,R3,D3,35.0,11400.0,ft,O,Unknown,Unknown,600.0,1000.0,ft,1
5634,2019/03/15,Aspen,>TL,NW,HS,N,R3,D2.5,,,,,,,,,,1
5637,2019/03/15,Northern San Juan,>TL,SE,SS,AH,R4,D4,,,,,,,,,,1
5638,2019/03/15,Northern San Juan,>TL,E,SS,AH,R4,D3,,,,,,,,,,1
5639,2019/03/15,Northern San Juan,>TL,W,SS,AH,R3,D3.5,,,,,,,,,,1
5640,2019/03/15,Northern San Juan,>TL,W,SS,N,R4,D4,,,,,,,,,,1
5641,2019/03/15,Northern San Juan,TL,E,SS,N,R4,D3,,,,,,,,,,1
5642,2019/03/15,Northern San Juan,>TL,NE,SS,N,R3,D2,,,,,,,,,,1
5643,2019/03/15,Northern San Juan,TL,NE,SS,N,R4,D2,,,,,,,,,,1
5644,2019/03/15,Northern San Juan,>TL,SE,SS,AH,R4,D3.5,,,,,,,,,,1
5645,2019/03/15,Aspen,<TL,NW,SS,N,R3,D2,,,,,,,,,,1
5646,2019/03/15,Aspen,TL,N,HS,N,R4,D3,,,,,,,,,,1
5647,2019/03/15,Aspen,>TL,N,HS,N,R4,D3,,,,,,,,,,1
5648,2019/03/15,Aspen,TL,NE,HS,N,R4,D3,,,,,,,,,,1
5649,2019/03/15,Aspen,>TL,NW,,N,R3,D2.5,,,,O,,,,,,1
5652,2019/03/15,Vail & Summit County,>TL,S,HS,N,R3,D2.5,,,,,,,,,,1
5656,2019/03/15,Vail & Summit County,TL,SE,HS,N,R3,D3,,,,,,,,,,1
5658,2019/03/15,Front Range,>TL,NW,SS,N,R4,D3,,11800.0,ft,U,,,1000.0,1500.0,ft,1
5664,2019/03/14,Northern San Juan,<TL,SE,HS,N,R3,D2,40.0,10300.0,ft,G,Unknown,Unknown,400.0,400.0,ft,1
5666,2019/03/14,Northern San Juan,>TL,NE,HS,N,R3,D3.5,,,,G,,,,,,1
5668,2019/03/14,Northern San Juan,TL,NE,HS,N,R5,D3,,,,,,,,,,1
5669,2019/03/14,Northern San Juan,TL,N,HS,N,R4,D2.5,,,,,,,,,,1
5670,2019/03/14,Northern San Juan,>TL,E,HS,N,R4,D3,,,,G,,,,,,1
5671,2019/03/14,Vail & Summit County,TL,S,HS,N,R3,D3,,,,,,,,,,1
5672,2019/03/14,Vail & Summit County,>TL,W,HS,N,R3,D2.5,,,,,,,,,,1
5678,2019/03/14,Northern San Juan,<TL,NE,HS,N,R4,D3,,,,G,,,,,,1
5679,2019/03/14,Northern San Juan,TL,NW,HS,AV,R4,D2,,,,G,,,,,,1
5680,2019/03/14,Northern San Juan,<TL,NW,HS,AV,R4,D2,,,,G,,,,,,1
5681,2019/03/14,Northern San Juan,TL,NW,HS,AV,R4,D2,,,,G,,,,,,1
5682,2019/03/14,Northern San Juan,TL,NE,HS,AV,R4,D2,,,,G,,,,,,1
5698,2019/03/13,Northern San Juan,<TL,NE,SS,AL,R3,D1.5,40.0,10359.0,ft,I,Unknown,Unknown,75.0,75.0,ft,1
5699,2019/03/13,Northern San Juan,<TL,NE,SS,AL,R3,D2,35.0,10394.0,ft,I,Unknown,Unknown,100.0,100.0,ft,1
5702,2019/03/13,Aspen,>TL,NE,HS,N,R5,D5,,,,,,,,,,1
5704,2019/03/13,Aspen,TL,SE,WS,N,R3,D2.5,,,,,,,,,,1
5705,2019/03/13,Aspen,TL,W,WS,N,R3,D2.5,,,,,,,,,,1
5706,2019/03/13,Aspen,>TL,W,WS,N,R4,D4,,,,,,,,,,1
5707,2019/03/13,Northern San Juan,>TL,W,HS,N,R5,D4,,,,G,Layer,Unknown,,,,1
5714,2019/03/13,Northern San Juan,>TL,SE,HS,N,R3,D4,,13000.0,ft,O,Unknown,Unknown,675.0,675.0,ft,1
5715,2019/03/13,Northern San Juan,>TL,N,,N,R5,D4,,,,,,,,,,1
5716,2019/03/13,Northern San Juan,<TL,N,,N,R4,D3,,,,,,,,,,1
5717,2019/03/13,Northern San Juan,>TL,N,,N,R5,D4,,12800.0,ft,O,,,,,,1
5718,2019/03/13,Northern San Juan,>TL,N,,N,R5,D4,,12400.0,ft,,,,,,,1
5719,2019/03/13,Northern San Juan,TL,N,,N,R5,D4,,12000.0,ft,O,,,,,,1
5720,2019/03/13,Northern San Juan,TL,N,,N,R4,D3.5,,12200.0,ft,,,,,,,1
5721,2019/03/13,Northern San Juan,TL,N,,N,R5,D4,,12000.0,ft,,,,,,,1
5722,2019/03/13,Northern San Juan,>TL,E,,N,R5,D4,,,,,,,,,,1
